논문 기관명,실제 기관명,상위 기관명,국가,ROR ID,논문 수,근거,검토 필요
,Purdue University,,United States,,1,scopus+pdf,
Purdue University,Purdue University,,United States,,1,pdf,
"School of Mechanical Engineering, Purdue University, West Lafayette, IN 47907, USA",Purdue University,,United States,,1,scopus+pdf,
Pusan National University,Pusan National University,,South Korea,01an57a31,1,scopus+pdf,
Universitas Putra Indonesia,Putra Indonesia University YPTK,,Indonesia,,1,scopus-unconfirmed,
Pázmány Péter Catholic University,Pázmány Péter Catholic University,,Hungary,05v9kya57,1,openalex,
,QB3,Argonne National Laboratory,United States,04n1n3n22,1,openalex,
Qatar Computing Research Institute,Qatar Computing Research Institute,Qatar Foundation,Qatar,01w58xz62,1,scopus+pdf,
"Qatar Computing Research Institute (QCRI), Qatar",Qatar Computing Research Institute,Qatar Foundation,Qatar,01w58xz62,1,scopus+pdf,
"Qatar Computing Research Institute (QCRI), Doha, Qatar",Qatar Computing Research Institute,Qatar Foundation,Qatar,01w58xz62,1,scopus+pdf,
"Qatar Computing Research In- stitute (QCRI), Qatar",Qatar Computing Research Institute,Qatar Foundation,Qatar,01w58xz62,1,scopus+pdf,
Qatent,Qatent,,France,,1,scopus+pdf,
Qilu University of Technol- ogy,Qilu University of Technology,,China,04hyzq608,1,scopus+pdf,
Qingdao University,Qingdao University,,China,021cj6z65,1,openalex,
"Big Data and Artificial Intelligence Laboratory, Qingdao University, Qingdao, China",Qingdao University,,China,021cj6z65,1,scopus+pdf,
"College of Computer Science and Technology, Qingdao Uni- versity, Qingdao, China",Qingdao University,,China,021cj6z65,1,scopus+pdf,
‭GitClear AI Code Quality Research v2025.2.5‬,Quality Research,,United States,03v0zfc19,1,pdf,
Quality Research,Quality Research,,United States,03v0zfc19,1,openalex,
Quebec AI Institute,Quebec AI Institute,,Canada,,1,scopus+pdf,
"FAIR at Meta, 2Mila – Quebec AI Institute and Polytechnique Montréal",Quebec AI Institute,,Canada,,1,scopus+pdf,
"Affiliated with Mila - Quebec AI Institute, Montreal, Canada. Obstacle Agent Goal Environment Agent Deployed CBF Unicycle Rt+",Quebec AI Institute,,Canada,,1,scopus+pdf,
Quebec AI Institute,Quebec AI Institute,,Canada,,1,scopus+pdf,
"School of Mathematical Sciences, Queen Mary University of London",Queen Mary University of London,University of London,United Kingdom,026zzn846,1,scopus+pdf,
Queen Mary University of London,Queen Mary University of London,University of London,United Kingdom,026zzn846,1,scopus+pdf,
Queen Mary University of London,Queen Mary University of London,University of London,United Kingdom,026zzn846,1,scopus+pdf,
Queen’s University,Queen's University,,Canada,02y72wh86,1,scopus+pdf,
Queen's University,Queen's University,,Canada,02y72wh86,1,openalex,
"Department of Pathology and Molecular Medicine, Queen’s University, Kingston, ON, Canada",Queen's University,,Canada,02y72wh86,1,scopus+pdf,
"Queens College, CUNY","Queens College, CUNY",City University of New York,United States,03v8adn41,1,openalex,
,Queens Medical Centre,,United Kingdom,,1,scopus+pdf,
"Matthew Pan is with the Department of Electrical and Com- puter Engineering, Queens University, Kingston, Canada. (",Queens University,,Bangladesh,00strmv13,1,scopus+pdf,
Queensland University of Technology,Queensland University of Technology,,Australia,03pnv4752,1,scopus+pdf,
Queensland University of Technology,Queensland University of Technology,,Australia,03pnv4752,1,scopus+pdf,
"School of Mathematical Sciences, Queensland University of Technology, Australia",Queensland University of Technology,,Australia,03pnv4752,1,scopus+pdf,
"School of Electrical Engineering and Robotics, Faculty of Engineering, Queensland University of Technology, Brisbane, Queensland, Australia",Queensland University of Technology,,Australia,03pnv4752,1,scopus+pdf,
Qufu Normal University,Qufu Normal University,,China,03ceheh96,1,openalex,
Quside Technologies (Spain),Quside Technologies (Spain),,Spain,049rkmq69,1,openalex,
"RFF-CMCC European Institute on Economics and the Environment, Milan, Italy",RFF-CMCC European Institute,,Italy,,1,scopus+pdf,
,RI AI Centre,,,,1,scopus+pdf,
RIKEN Center for iTHEMS,RIKEN Center,,Japan,,1,scopus+pdf,
"Laboratory for AI Biology, RIKEN Center for Biosystems Dynamics, Japan",RIKEN Center,,Japan,,1,scopus+pdf,
"Laboratory for Biologically Inspired Computing, RIKEN Center for Biosystems Dynamics Research",RIKEN Center for Biosystems Dynamics Research,RIKEN,Japan,023rffy11,1,scopus+pdf,
RIKEN Center for Emergent Matter Science,RIKEN Center for Emergent Matter Science,RIKEN,Japan,03gv2xk61,1,openalex,
"RMIT University, Melbourne, Australia",RMIT University,,Australia,04ttjf776,1,scopus+pdf,
RMIT University,RMIT University,,Australia,04ttjf776,1,openalex,
"School of Computing Technolo- gies, RMIT University",RMIT University,,Australia,04ttjf776,1,scopus+pdf,
"School of Computing Technologies, RMIT University, Mel- bourne, Australia",RMIT University,,Australia,04ttjf776,1,scopus+pdf,
Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,RPTU University Kaiserslautern-Landau,,Germany,01qrts582,1,scopus-unconfirmed,
RPTU University Kaiserslautern-Landau,RPTU University Kaiserslautern-Landau,,Germany,01qrts582,1,openalex,
"Dept. of Com- puter Science, University of Kaiserslautern–Landau (RPTU), Ger- many",RPTU University Kaiserslautern-Landau,,Germany,01qrts582,1,scopus+pdf,
RPTU University Kaiserslautern-Landau,RPTU University Kaiserslautern-Landau,,Germany,01qrts582,1,scopus+pdf,
"RWTH Aachen University, Aachen, Germany",RWTH Aachen University,,Germany,04xfq0f34,1,scopus+pdf,
RWTH Aachen University,RWTH Aachen University,,Germany,04xfq0f34,1,scopus+pdf,
"b Institute for Molecules and Materials, Radboud University, Nijmegen, The Netherlands",Radboud University,,Netherlands,,1,scopus+pdf,
"Ragon Institute of MGH, MIT and Harvard","Ragon Institute of MGH, MIT and Harvard",Harvard University,United States,053r20n13,1,openalex,
"Ramaiah Institute of Technology, Bengaluru, India",Ramaiah Institute of Technology,,India,02nyr4y94,1,scopus+pdf,
"Ramaiah University of Applied Sciences, India",Ramaiah University,,India,,1,scopus+pdf,
Raman Research Institute,Raman Research Institute,,India,01qdav448,1,openalex,
"Rare Disease Translational Center, The Jackson Laboratory; Bar Harbor, ME, 04609, USA",Rare Disease Translational Center,,United States,,1,scopus+pdf,
University of Pennsylvania Perelman School of Medicine,Raymond and Ruth Perelman School of Medicine at the University of Pennsylvania,,United States,041phzg73,1,pdf,
"Redwood Center for Theoretical Neuroscience, UC Berkeley",Redwood Center for Theoretical Neuroscience,,United States,,1,scopus+pdf,
Reed College,Reed College,,United States,00a6ram87,1,scopus+pdf,
Regeneron (United States),Regeneron (United States),,United States,02f51rf24,1,openalex,
Regional Centre of Advanced Technologies and Materials,Regional Centre of Advanced Technologies and Materials,,Czechia,02mt5f456,1,openalex,
Lombardy Region,Regione Lombardia,,Italy,020dw9k11,1,scopus+pdf,
,Relay Therapeutics (United States),,United States,02bkgy413,1,openalex,
Renal Research Institute,Renal Research Institute,,United States,032g46r36,1,openalex,
Renji Hospital,Renji Hospital,,China,03ypbx660,1,scopus+pdf,
"School of Information Resource Management, Renmin University of China, Beijing, China",Renmin University of China,,China,041pakw92,1,scopus+pdf,
"Gaoling School of Artificial Intelligence, Renmin University of China, Beijing, China",Renmin University of China,,China,041pakw92,1,scopus+pdf,
"Gaoling School of Artificial Intelligence, Renmin University of China, Beijing, 100872, China",Renmin University of China,,China,041pakw92,1,scopus+pdf,
"Gaoling School of Artificial Intelligence, Renmin University of China",Renmin University of China,,China,041pakw92,1,scopus+pdf,
"Renmin University of China, China",Renmin University of China,,China,041pakw92,1,scopus+pdf,
Renmin University of China,Renmin University of China,,China,041pakw92,1,scopus+pdf,
"Renmin Uni- versity of China, China",Renmin University of China,,China,041pakw92,1,scopus+pdf,
"Gaoling School of Artifi- cial Intelligence, Renmin University of China",Renmin University of China,,China,041pakw92,1,scopus+pdf,
"School of Physics and Beijing Key Laboratory of Opto-electronic Func- tional Materials & Micro-nano Devices, Renmin University of China, Beijing 100872, China",Renmin University of China,,China,041pakw92,1,scopus+pdf,
Renmin University of China,Renmin University of China,,China,041pakw92,1,scopus+pdf,
"Gaoling School of Artificial Intelligence, Renmin University of China",Renmin University of China,,China,041pakw92,1,scopus+pdf,
"Gaoling School of Artificial Intelli- gence, Renmin University of China, Beijing, China",Renmin University of China,,China,041pakw92,1,scopus+pdf,
Rensselaer Polytechnic Institute 2 DiDi Labs 3 University of Illinois at Urbana-Champaign,Rensselaer Polytechnic Institute,,United States,01rtyzb94,1,scopus+pdf,
Research & Diagnostic Antibodies (United States),Research & Diagnostic Antibodies (United States),,United States,03gq1kz58,1,openalex,
Tech Research Institute,Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
Shanghai Research Institute for Intelligent Autonomous Systems,Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
OPPO Research Institute,Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
International Research Institute for Multidisciplinary Science,Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
"HKUST Shenzhen–Hong Kong Collaborative Innovation Research Institute, Shenzhen, China",Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
"AI Research Institute, Squirrel AI Learning",Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
"Migal - Galilee Research Institute, Israel",Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
"Moscow Independent Research Institute of Artificial Intel- ligence, Moscow, Russia",Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
"Migal – Galilee Research Institute, Israel",Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
"Moscow Independent Research Institute of Artificial Intelli- gence, Moscow, Russia",Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
"Moscow Independent Research Institute of Artificial Intel- ligence, Moscow, Russia",Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
Algoverse Research Institute,Research Institute VOLGA (Russia),,Russia,05fyggb33,1,scopus+pdf,
"Research Institute of Economy, Trade and Industry","Research Institute of Economy, Trade and Industry",,Japan,048zqcn09,1,openalex,
Research Institute on Sustainable Economic Growth,Research Institute on Sustainable Economic Growth,,Italy,044bfsy89,1,openalex,
Response Technologies (United States),Response Technologies (United States),,United States,04f8j4q19,1,openalex,
"Responsible AI Research Centre, Aus- tralia",Responsible AI Research Centre,,,,1,scopus+pdf,
Retraction (China),Retraction (China),,Hong Kong,03gtgjs38,1,openalex,
Rezubio,Rezubio,,China,,1,scopus+pdf,
"Chenmu Zhang Department of Materials Science and NanoEngineering Rice University Houston, TX 77005",Rice University,,United States,008zs3103,1,scopus+pdf,
Rice University,Rice University,,United States,008zs3103,1,scopus+pdf,
Rice University,Rice University,,United States,008zs3103,1,scopus+pdf,
"Department of Physics and Astronomy, Rice University, Texas, USA",Rice University,,United States,008zs3103,1,scopus+pdf,
"Department of Computational Applied Mathematics and Operations Research, Rice Uni- versity",Rice University,,United States,008zs3103,1,scopus+pdf,
Richard DeVos Heart and Lung Transplant Program,Richard DeVos Heart and Lung Transplant Program,,United States,,1,scopus+pdf,
Rigshospitalet,Rigshospitalet,Capital Region of Denmark,Denmark,03mchdq19,1,openalex,
"RIKEN Advanced General Intelligence for Science Program, Japan",Riken,,Japan,01sjwvz98,1,scopus+pdf,
RIKEN AIP,Riken,,Japan,01sjwvz98,1,scopus+pdf,
,Riken,,Japan,01sjwvz98,1,scopus+pdf,
,Riken,,Japan,01sjwvz98,1,scopus+pdf,
,Riken,,Japan,01sjwvz98,1,scopus+pdf,
RIKEN,Riken,,Japan,01sjwvz98,1,scopus+pdf,
"Center for Advanced Intelligence Project, RIKEN",Riken,,Japan,01sjwvz98,1,scopus+pdf,
RIKEN,Riken,,Japan,01sjwvz98,1,scopus+pdf,
Rivers State University,Rivers State University,,Nigeria,01kr7aq59,1,openalex,
"Department of Statistics, University of California Riverside, Riverside CA, USA",Riverside,,United Kingdom,05y0cez87,1,scopus+pdf,
Robert Bosch (Germany),Robert Bosch (Germany),,Germany,01fe0jt45,1,openalex,
Robert Bosch Hospital,Robert Bosch Hospital,,Germany,034nkkr84,1,openalex,
Robert Gordon University,Robert Gordon University,,United Kingdom,04f0qj703,1,openalex,
Robert Koch Institute,Robert Koch Institute,,Germany,01k5qnb77,1,scopus+pdf,
Roberto Semeraro University of Firenze,Roberto Semeraro University,,,,1,scopus+pdf,
Robotic Research (United States),Robotic Research (United States),,United States,035w78024,1,openalex,
,Robotics Innovation Center,,Germany,,1,scopus+pdf,
,Robotics Institute,,United States,,1,scopus+pdf,
Robotics Institute Germany (RIG); German Research Center for AI (DFKI); hessian.AI,Robotics Institute,,United States,,1,scopus+pdf,국가 불일치
ME0999 Robotics Institute Germany (RIG),Robotics Institute,,United States,,1,scopus+pdf,국가 불일치
"Robotics X, Tencent",Robotics X,,China,,1,scopus+pdf,
Robotics X,Robotics X,,China,,1,scopus+pdf,
,Robotics X,,China,,1,scopus+pdf,
"RAI Institute, USA",Robotics and AI Institute,,United States,00kqcs728,1,scopus+pdf,
"MIT, 2RAI Institute, 3Cornell",Robotics and AI Institute,,United States,00kqcs728,1,scopus+pdf,
,Robotics at Google,Google,United States,,1,scopus+pdf,
,Robotics at Google,Google,United States,,1,scopus+pdf,
F. Hoffmann-La Roche AG,Roche (France),Roche (Switzerland),France,01mqmer16,1,scopus+pdf,
,Roche (France),Roche (Switzerland),France,01mqmer16,1,scopus+pdf,
Roche (Sweden),Roche (Sweden),Roche (Switzerland),Sweden,055rf7657,1,openalex,
,Roche (Switzerland),,Switzerland,00by1q217,1,scopus+pdf,
Roche (United Kingdom),Roche (United Kingdom),Roche (Switzerland),United Kingdom,024tgbv41,1,openalex,
,Roche Innovation Center,,Switzerland,,1,scopus+pdf,
,Roche Innovation Center,,Switzerland,,1,scopus+pdf,
Rochester Institute of Technology,Rochester Institute of Technology,,United States,00v4yb702,1,scopus+pdf,
Rockwool Foundation,Rockwool Foundation,,Denmark,00c1h4g48,1,openalex,
Rogers (United States),Rogers (United States),,United States,05m9vrv91,1,openalex,
Romanian Academy,Romanian Academy,,Romania,0561n6946,1,openalex,
Roux Institute at Northeastern University,Roux Institute at Northeastern University,,,,1,scopus+pdf,
"Royal Botanic Gardens, Kew","Royal Botanic Gardens, Kew",,United Kingdom,00ynnr806,1,scopus+pdf,
Royal Free London NHS Foundation Trust,Royal Free London NHS Foundation Trust,,United Kingdom,04rtdp853,1,openalex,
"Royal Free NHS Foundation Trust Hospital, Pond Street, London NW32QG, UK",Royal Free NHS Foundation Trust Hospital,,United Kingdom,,1,scopus+pdf,
"School of Computing Technologies, Royal Melbourne Institute of Technology, Australia",Royal Melbourne Institute,,Australia,,1,scopus+pdf,
Royal Netherlands Academy of Arts and Sciences - KNAW,Royal Netherlands Academy of Arts and Sciences,,The Netherlands,043c0p156,1,scopus+pdf,
Royal Netherlands Academy of Arts and Sciences,Royal Netherlands Academy of Arts and Sciences,,The Netherlands,043c0p156,1,openalex,
Royal Victoria Infirmary,Royal Victoria Infirmary,Newcastle upon Tyne Hospitals NHS Foundation Trust,United Kingdom,01p19k166,1,scopus+pdf,
Ruhr-Universitat Bochum,Ruhr University Bochum,,Germany,04tsk2644,1,scopus+pdf,
"Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China",Ruijin Hospital,,China,01hv94n30,1,scopus+pdf,
"Department of Orthopaedics, Ruijin Hospital, College of Health Science and Technology, Shanghai Jiao Tong Uni- versity School of Medicine",Ruijin Hospital,,China,01hv94n30,1,scopus+pdf,
"Department of Orthopaedics, Ruijin Hospital, College of Health Science and Technology, Shang- hai Jiao Tong University School of Medicine, Shanghai, China",Ruijin Hospital,,China,01hv94n30,1,scopus+pdf,
"Prokhorov General Physics Institute of the Russian Academy of Sciences, Moscow, Russia",Russian Academy of Sciences,,Russia,05qrfxd25,1,scopus+pdf,
"Rutgers University-Newark, USA",Rutgers University–Newark,,United States,011vh9z64,1,scopus+pdf,
Rutgers University. Correspon- dence to: Mianxin Liu .cn,"Rutgers, The State University of New Jersey",,United States,05vt9qd57,1,scopus+pdf,
Rutgers University,"Rutgers, The State University of New Jersey",,United States,05vt9qd57,1,scopus+pdf,
"Rutgers University, New Brunswick, NJ, USA","Rutgers, The State University of New Jersey",,United States,05vt9qd57,1,scopus+pdf,
"Department of Statistics, Rutgers University, USA","Rutgers, The State University of New Jersey",,United States,05vt9qd57,1,scopus+pdf,
"Department of Electrical and Computer Engineering, Rutgers University, NJ, USA","Rutgers, The State University of New Jersey",,United States,05vt9qd57,1,scopus+pdf,
"Department of Electrical and Computer Engineering, Rut- gers University","Rutgers, The State University of New Jersey",,United States,05vt9qd57,1,scopus+pdf,
SAIC-GM (China),SAIC-GM (China),,China,00h64t852,1,openalex,
SBI Pharmaceuticals (Japan),SBI Pharmaceuticals (Japan),,Japan,028mhrr87,1,openalex,
SCImago Research Group,SCImago Research Group,,Spain,03ayaqr81,1,scopus+pdf,
"SDAIA-KAUST Center of Excellence in Data Science and Artificial Intelligence, Thuwal 23952, Saudi Arabia",SDAIA-KAUST Center,,Saudi Arabia,,1,scopus+pdf,
"School of Psychology, SEGi College Subang Jaya, Selangor, Malaysia",SEGi College,,Malaysia,,1,scopus+pdf,
SEGi University,SEGi University,,Malaysia,05crr5s63,1,openalex,
"SIB Swiss Institute of Bioinformatics, Lausanne, 1015, Switzerland",SIB Swiss Institute of Bioinformatics,,Switzerland,002n09z45,1,scopus+pdf,
"Swiss Institute of Bioinformatics (SIB), Lausanne, Switzerland",SIB Swiss Institute of Bioinformatics,,Switzerland,002n09z45,1,scopus+pdf,
Swiss Institute of Bioinformatics,SIB Swiss Institute of Bioinformatics,,Switzerland,002n09z45,1,scopus+pdf,
Swiss Institute of Bioinformatics (SIB),SIB Swiss Institute of Bioinformatics,,Switzerland,002n09z45,1,scopus+pdf,
"Institute of Bioengineering, School of Life Sciences, EPFL & SIB Swiss Institute of Bioinformatics, CH-1015 Lausanne, Switzerland",SIB Swiss Institute of Bioinformatics,,Switzerland,002n09z45,1,scopus+pdf,
"Sinopec Shanghai Research Institute of Petrochemical Technology, China",SINOPEC Shanghai Research Institute of Petrochemical Technology,,China,02j4d7716,1,scopus+pdf,
"MoE Key Lab of Artificial Intelligence, SJTU AI Institute",SJTU AI Institute,,,,1,scopus+pdf,
SLAC National Accelerator Laboratory,SLAC National Accelerator Laboratory,,United States,05gzmn429,1,scopus+pdf,
"Fundamental Physics Direc- torate, SLAC National Accelerator Laboratory, Menlo Park, CA 94025, USA",SLAC National Accelerator Laboratory,,United States,05gzmn429,1,scopus+pdf,
SMART Reading,SMART Reading,,United States,0345xq683,1,openalex,
SP Technology (South Korea),SP Technology (South Korea),,South Korea,051mxsx19,1,openalex,
"c*Department of Civil Engineering, School of Engineering, SR University, Warangal, Telangana 506371, India",SR University,,India,039t32v17,1,scopus+pdf,
"Prabakaran D.S, SRM Institute of Science and Technology, India",SRM Institute of Science and Technology,,India,050113w36,1,scopus+pdf,
"STFC Hartree Centre SciTech Daresbury Warrington, WA4 4AD, UK .uk",STFC Hartree Centre,,United Kingdom,,1,scopus+pdf,
SUNY College of Environmental Science and Forestry,SUNY College of Environmental Science and Forestry,,United States,00qv0tw17,1,openalex,
SUNY Downstate Health Sciences University,SUNY Downstate Health Sciences University,,United States,0041qmd21,1,openalex,
SUNY Geneseo,SUNY Geneseo,,United States,03g1q6c06,1,scopus-unconfirmed,
SUNY Upstate Medical University,SUNY Upstate Medical University,,United States,040kfrw16,1,openalex,
"Language Science and Technology Department, Saarland University",Saarland University,,Germany,01jdpyv68,1,scopus+pdf,
"Saarland University, Germany",Saarland University,,Germany,01jdpyv68,1,scopus+pdf,
"Saarland University, Saarbr¨ucken, Germany",Saarland University,,Germany,01jdpyv68,1,scopus+pdf,
,Saarland University,,Germany,01jdpyv68,1,scopus+pdf,
"SAFRAN, France",Safran (France),,France,05sqf9v67,1,scopus-unconfirmed,
Sage Bionetworks,Sage Bionetworks,,United States,049ncjx51,1,openalex,
Sainsbury Wellcome Centre,Sainsbury Wellcome Centre,University of London,United Kingdom,04kjqkz56,1,openalex,
Saint Göran Hospital,Saint Göran Hospital,,Sweden,00x6s3a91,1,openalex,
Saitama University,Saitama University,,Japan,02evnh647,1,openalex,
## SAKARYA UNIVERSITY JOURNAL OF COMPUTER AND INFORMATION SCIENCES,Sakarya University,,Türkiye,04ttnw109,1,scopus+pdf,
Salesforce (United States),Salesforce (United States),,United States,057315g56,1,openalex,
Salesforce Research,Salesforce Research,,,,1,scopus+pdf,
Salk Institute for Biological Studies,Salk Institute for Biological Studies,,United States,03xez1567,1,openalex,
Salk Institute for Biological Studies,Salk Institute for Biological Studies,,United States,03xez1567,1,scopus+pdf,
Samsung (India),Samsung (India),Samsung (South Korea),India,04cpx2569,1,openalex,
Samsung (South Korea),Samsung (South Korea),,South Korea,04w3jy968,1,openalex,
Samsung (United Kingdom),Samsung (United Kingdom),Samsung (South Korea),United Kingdom,01w6gjq94,1,openalex,
"Samsung AI Center, Cambridge",Samsung AI Center,,,,1,scopus+pdf,
"Healthcare Digital Transformation Research Institute, Samsung Ad- vanced Institute for Health Sciences & Technology, Seoul, Republic of Korea",Samsung Advanced Institute,,South Korea,,1,scopus+pdf,
Samsung Advanced Institute of Technology,Samsung Advanced Institute of Technology (South Korea),,South Korea,04axnyp10,1,scopus+pdf,
Samsung Changwon Hospital,Samsung Changwon Hospital,Samsung (South Korea),South Korea,04wdz4v71,1,scopus+pdf,
"Samsung Advanced Institute of Technology, Samsung Electronics Co. Ltd., Suwon 16678, Republic of Korea",Samsung Electronics,Samsung (South Korea),South Korea,020m7t761,1,scopus+pdf,
,Samsung Electronics,Samsung (South Korea),South Korea,020m7t761,1,scopus+pdf,
,Samsung Electronics,Samsung (South Korea),South Korea,020m7t761,1,scopus+pdf,
Samsung Medical Center,Samsung Medical Center,Samsung (South Korea),South Korea,05a15z872,1,openalex,
Samsung Medical Center,Samsung Medical Center,Samsung (South Korea),South Korea,05a15z872,1,scopus+pdf,
"Department of Emergency Medicine, Samsung Medical Center, Seoul, Republic of Korea",Samsung Medical Center,Samsung (South Korea),South Korea,05a15z872,1,scopus+pdf,
San Francisco VA Medical Center,San Francisco VA Medical Center,VA Sierra Pacific Network,United States,049peqw80,1,openalex,
"Department of Computer Science, San Jose State University, San Jose, CA 95192, USA",San Jose State University,,United States,04qyvz380,1,scopus+pdf,
"Università San Raffaele, Rome",San Raffaele University of Rome,,Italy,02rwycx38,1,scopus-unconfirmed,
"Arora, Sandeep Subhash S. Nijalingappa Institute of Dental India 1 57 1",Sandeep Subhash S. Nijalingappa Institute,,India,,1,pdf,
Sandia National Laboratories,Sandia National Laboratories,National Nuclear Security Administration,United States,01apwpt12,1,openalex,
Sant'Anna Scuola Universitaria Superiore Pisa,Sant'Anna School of Advanced Studies,,Italy,025602r80,1,scopus-unconfirmed,
"Santa Fe Institute, Santa Fe, NM 87501, USA",Santa Fe Institute,,United States,01arysc35,1,scopus+pdf,
"Santa Fe Institute, NM, USA",Santa Fe Institute,,United States,01arysc35,1,scopus+pdf,
"Santa Fe Institute, 1399 Hyde Park Road, Santa Fe, NM 87501",Santa Fe Institute,,United States,01arysc35,1,scopus+pdf,
"Department of Computer, Control and Management Engi- neering (DIAG), Sapienza University, IT-00185, Rome, Italy",Sapienza University,,Italy,,1,scopus+pdf,
,Sapienza University of Rome,,Italy,02be6w209,1,pdf,
"Department of Physics, Sapienza University of Rome, Piazzale Aldo Moro, Rome, Italy",Sapienza University of Rome,,Italy,02be6w209,1,pdf,
Sapienza University of Rome,Sapienza University of Rome,,Italy,02be6w209,1,scopus+pdf,
"Department of Computer Science, Sapienza University of Rome, Rome, Italy",Sapienza University of Rome,,Italy,02be6w209,1,scopus+pdf,
Saratoga Hospital,Saratoga Hospital,,United States,048j1wp71,1,openalex,
Sardar Patel University,Sardar Patel University,,India,05kfstc28,1,openalex,
Scaled Foundations,Scaled Foundations,,United States,,1,scopus+pdf,
Scheller College of Business,Scheller College of Business,,United States,,1,scopus+pdf,
Schweizerische Nationalfonds (SNF),Schweizerische Nationalfonds (SNF),,Switzerland,,1,scopus-unconfirmed,
"SciTech Strategies, Inc., Albuquerque, NM 87122",SciTech Strategies (United States),,United States,03ta32r20,1,scopus+pdf,
Science & Technology Policy Research and Information Center,Science & Technology Policy Research and Information Center,,,,1,scopus+pdf,
Science North,Science North,,Canada,028k36c88,1,openalex,
"Montreal, QC H3C 3P8, Canada; dDepartment of Science and Innovation-National Research Foundation Centre of Excellence in Scientometrics and Science",Science and Innovation-National Research Foundation Centre,,Canada,,1,scopus+pdf,
Department of Science and Innovation-National Research Foundation Centre of Excellence in,Science and Innovation-National Research Foundation Centre,,Canada,,1,scopus+pdf,
"Harvard-MIT Program in Health Sciences and Technology, Cambridge, MA 02139, USA",Science and Technology Corporation (United States),,United States,05pw5zy84,1,scopus+pdf,
"Science for Life Laboratory, Tomtebodavagen 23A, SE-17165, Solna, Sweden",Science for Life Laboratory,,Sweden,04ev03g22,1,scopus+pdf,
,Scientific College,,,,1,scopus+pdf,
Scientific Consulting Group,Scientific Consulting Group,,United States,035fp5e48,1,openalex,
,Scope Group (United States),,United States,0220z0193,1,openalex,
Scripps Health,Scripps Health,,United States,05bhsww40,1,openalex,
Scripps Institution of Oceanography,Scripps Institution of Oceanography,University of California San Diego,United States,04v7hvq31,1,scopus+pdf,
Current address: The Scripps Research Institute,Scripps Research Institute,,United States,02dxx6824,1,scopus+pdf,
Scuola Normale Superiore di Pisa,Scuola Normale Superiore,,Italy,03aydme10,1,scopus+pdf,
Scuola Normale Superiore,Scuola Normale Superiore,,Italy,03aydme10,1,openalex,
Seattle Children’s Hospital,Seattle Children's Hospital,,United States,01njes783,1,scopus+pdf,
Seattle University,Seattle University,,United States,02jqc0m91,1,openalex,
"Department of Orthopedic and Traumatology, Sebelas Maret University, 2 Orthopaedic and Traumatology, Sebelas Maret University",Sebelas Maret University,,Indonesia,021hq5q33,1,scopus+pdf,
"Department of Bioengineering and Bioinformatics, Institute of Pharmacy, Sechenov First Moscow State Medical Uni- versity, Moscow, Russia",Sechenov First Moscow State Medical University,,Russia,,1,scopus+pdf,
The Second Affiliated Hospital of Fujian Medical University 6,Second Affiliated Hospital of Fujian Medical University,,China,03wnxd135,1,pdf,
Second Affiliated Hospital of Guangzhou Medical University,Second Affiliated Hospital of Guangzhou Medical University,,China,00a98yf63,1,openalex,
"Department of General Surgery, The Second Afﬁliated Hospital of Nanchang University, Nanchang, Jiangxi, China",Second Affiliated Hospital of Nanchang University,,China,01nxv5c88,1,scopus+pdf,
"Department of Rehabilitation Medicine, Nantong First People's Hospital, Nantong, Jiangsu, China",Second Affiliated Hospital of Nantong University,,China,05pdn2z45,1,scopus+pdf,
"Department of Dermatology, The Second Affiliated Hospital of Xi’an Jiaotong University",Second Affiliated Hospital of Xi'an Jiaotong University,,China,03aq7kf18,1,scopus+pdf,
Second Affiliated Hospital of Zhejiang University,Second Affiliated Hospital of Zhejiang University,,China,059cjpv64,1,openalex,
"Department of Reproductive Medicine, The Second Afﬁliated Hospital of Zhengzhou University",Second Affiliated Hospital of Zhengzhou University,,China,026bqfq17,1,scopus+pdf,
"Tianjin Institute of Cardiology, the Second Hospital of Tianjin Medical University",Second Hospital of Tianjin Medical University,,China,03rc99w60,1,scopus+pdf,
Second Institute of Oceanography,Second Institute of Oceanography,,China,01tkb7c15,1,openalex,
Second People's Hospital of NanTong,Second People's Hospital of NanTong,,China,01xncyx73,1,openalex,
"Department of Ophthalmology, The Second Xiangya Hospital of Central South University, Changsha, 410011, Hunan Province, China",Second Xiangya Hospital of Central South University,,China,053v2gh09,1,scopus+pdf,
